title,release_date,budget,revenue,vote_average,genres_cleaned
30 Minutes or Less,2011-08-11,28000000.0,40547440.0,5.6,"Action, Adventure, Comedy"
Glee: The Concert Movie,2011-08-11,9000000.0,18663238.0,6.9,"Documentary, Music, Family"
Final Destination 5,2011-08-12,47000000.0,157887643.0,5.9,"Horror, Mystery"
Conan the Barbarian,2011-08-17,90000000.0,48795021.0,5.2,"Adventure, Fantasy, Action"
The Awakening,2011-08-17,4798235.0,209696.0,6.3,"Horror, Thriller"
The Skin I Live In,2011-08-17,13000000.0,5774854.0,7.4,"Drama, Horror, Mystery, Thriller"
Fright Night,2011-08-18,17000000.0,24922237.0,6.0,"Horror, Comedy"
Spy Kids: All the Time in the World,2011-08-18,27000000.0,85564310.0,4.4,"Family, Comedy, Action"
Red State,2011-08-19,4000000.0,1104682.0,5.9,"Horror, Action, Thriller"
Flypaper,2011-08-19,5000000.0,3142154.0,6.2,"Mystery, Comedy, Crime"
Our Idiot Brother,2011-08-26,10000000.0,17273593.0,5.9,"Comedy, Drama"
Higher Ground,2011-08-26,2000000.0,841733.0,5.3,"Drama, Thriller"
Mankatha,2011-08-31,6100000.0,28000000.0,5.6,"Action, Thriller"
Bodyguard,2011-08-31,130.0,8.0,5.2,"Drama, Action, Comedy, Romance"
The Three Musketeers,2011-08-31,75000000.0,132274484.0,5.6,"Adventure, Action, Thriller"
Remington and the Curse of the Zombadings,2011-08-31,22361.0,721651.0,5.3,"Foreign, Comedy, Horror, Drama"
W.E.,2011-09-01,15000000.0,868439.0,5.8,"Drama, Romance"
Kill List,2011-09-02,500000.0,171760.0,6.0,"Horror, Thriller, Crime"
Shark Night,2011-09-02,28000000.0,10126458.0,4.9,"Horror, Thriller"
Seeking Justice,2011-09-02,17000000.0,12355798.0,5.8,"Action, Drama, Thriller"
Wuthering Heights,2011-09-05,8000000.0,100915.0,6.0,"Drama, Romance"
Contagion,2011-09-08,60000000.0,137551594.0,6.2,"Drama, Thriller, Science Fiction"
The Raid,2011-09-08,1100000.0,4105187.0,7.3,"Action, Thriller, Crime"
The Descendants,2011-09-09,20000000.0,177243185.0,6.7,"Comedy, Drama"
Warrior,2011-09-09,25000000.0,23057115.0,7.7,"Action, Drama"
Elles,2011-09-09,4000000.0,911466.0,5.1,"Drama, Romance"
Mere Brother Ki Dulhan,2011-09-09,5510000.0,18050000.0,6.5,"Drama, Comedy, Romance"
Killer Joe,2011-09-10,10000000.0,3665069.0,6.4,"Crime, Drama, Thriller"
Salmon Fishing in the Yemen,2011-09-10,5000000.0,34564651.0,6.3,Drama
Your Sister's Sister,2011-09-11,125000.0,3200000.0,6.5,"Drama, Comedy"
"Pink Ribbons, Inc.",2011-09-11,900000.0,25000.0,6.8,Documentary
"Jeff, Who Lives at Home",2011-09-13,10000000.0,4417580.0,6.1,"Drama, Comedy"
Johnny English Reborn,2011-09-15,45000000.0,160078586.0,6.0,"Crime, Adventure, Action, Comedy, Thriller"
Straw Dogs,2011-09-16,25000000.0,10324441.0,5.5,"Drama, Thriller"
Carnage,2011-09-16,25000000.0,27603069.0,7.0,"Comedy, Drama"
I Don't Know How She Does It,2011-09-16,24000000.0,30551495.0,5.0,"Romance, Comedy"
Restless,2011-09-16,8000000.0,163265.0,6.3,"Drama, Romance"
Silenced,2011-09-22,2200000.0,31500000.0,8.0,Drama
Moneyball,2011-09-22,50000000.0,110206216.0,7.0,Drama
Weekend,2011-09-22,8000.0,484592.0,7.5,"Drama, Romance"
Abduction,2011-09-22,35000000.0,82087155.0,5.6,"Thriller, Action, Mystery"
Machine Gun Preacher,2011-09-23,30000000.0,2527904.0,6.4,"Action, Thriller, Crime"
Dolphin Tale,2011-09-23,37000000.0,95404397.0,6.6,"Drama, Family"
Killer Elite,2011-09-23,66000000.0,57777106.0,6.1,"Action, Adventure, Thriller"
The Ides of March,2011-09-24,12500000.0,75993061.0,6.5,Drama
Margin Call,2011-09-28,3500000.0,19504039.0,6.7,"Thriller, Drama"
Real Steel,2011-09-28,110000000.0,299268508.0,6.6,"Action, Science Fiction, Drama"
We Need to Talk About Kevin,2011-09-28,7000000.0,6038942.0,7.4,"Drama, Thriller"
50/50,2011-09-30,8000000.0,39187783.0,7.0,"Comedy, Drama"
Courageous,2011-09-30,1000000.0,34522221.0,6.8,Drama
Margaret,2011-09-30,14000000.0,46495.0,6.1,Drama
Dream House,2011-09-30,50000000.0,38502340.0,5.8,"Drama, Thriller, Mystery"
A Dangerous Method,2011-09-30,15000000.0,27462041.0,6.2,"Drama, Thriller"
What's Your Number?,2011-09-30,20000000.0,30426096.0,6.2,"Comedy, Romance"
This Must Be the Place,2011-10-01,25000000.0,11790979.0,6.7,Drama
Shame,2011-10-02,6500000.0,17693675.0,7.0,Drama
Footloose,2011-10-06,24000000.0,63543328.0,6.4,"Drama, Music, Romance"
The Thing,2011-10-12,35000000.0,28128670.0,6.0,"Horror, Science Fiction, Mystery, Thriller"
The Big Year,2011-10-13,41000000.0,7448385.0,5.6,Comedy
Trespass,2011-10-13,36000000.0,9612469.0,5.4,"Crime, Drama, Thriller"
The Rum Diary,2011-10-13,45000000.0,24000000.0,5.6,"Drama, Comedy"
A Few Best Men,2011-10-14,12468389.0,29007412.0,5.9,Comedy
My Week with Marilyn,2011-10-17,6400000.0,35057696.0,6.6,Drama
Paranormal Activity 3,2011-10-19,5000000.0,205703818.0,5.9,Horror
Anonymous,2011-10-21,30000000.0,15395087.0,6.3,"Drama, History, Thriller"
The Afflicted,2011-10-22,180000.0,175742.0,4.0,"Horror, Thriller"
Chicken with Plums,2011-10-25,12000000.0,1428291.0,6.8,"Comedy, Drama"
The Adventures of Tintin,2011-10-25,130000000.0,371940071.0,6.7,"Adventure, Animation, Mystery"
7Aum Arivu,2011-10-26,16000000.0,98900000.0,6.6,"Action, Science Fiction, Thriller"
The Double,2011-10-27,17000000.0,3696232.0,5.8,"Action, Drama, Crime"
In Time,2011-10-27,40000000.0,173930596.0,6.7,"Action, Thriller, Science Fiction"
La peggior settimana della mia vita,2011-10-27,11000000.0,12935800.0,5.9,Comedy
Like Crazy,2011-10-28,250000.0,3542353.0,6.5,"Drama, Romance"
Tower Heist,2011-11-02,75000000.0,152930623.0,5.8,"Action, Comedy"
Special Forces,2011-11-02,10000000.0,10759.0,6.4,"Action, Drama, War"
The Intouchables,2011-11-02,13000000.0,426480871.0,8.2,"Drama, Comedy"
Setup,2011-11-04,20000000.0,2128186.0,4.7,"Action, Crime, Drama, Thriller"
A Very Harold & Kumar Christmas,2011-11-04,19000000.0,35387212.0,6.0,Comedy
Haywire,2011-11-06,23000000.0,33372606.0,5.6,"Action, Thriller"
J. Edgar,2011-11-09,35000000.0,84606030.0,6.0,"Drama, Crime, History"
Immortals,2011-11-10,75000000.0,226904017.0,5.7,"Fantasy, Action, Drama"
Jack and Jill,2011-11-11,79000000.0,149673788.0,4.0,Comedy
Rockstar,2011-11-11,10920000.0,19660000.0,7.4,"Drama, Music, Romance"
Sleepless Night,2011-11-14,2500000.0,3358.0,6.0,"Action, Comedy, Thriller, Romance"
Happy Feet Two,2011-11-17,130000000.0,150406466.0,5.8,"Animation, Comedy, Family"
Another Happy Day,2011-11-18,4000000.0,355688.0,6.2,"Comedy, Drama"
The Muppets,2011-11-22,45000000.0,165184237.0,6.5,"Comedy, Family, Music"
Sherlock Holmes: A Game of Shadows,2011-11-22,125000000.0,334615000.0,7.0,"Adventure, Action, Crime, Mystery"
Hugo,2011-11-22,170000000.0,185770160.0,7.0,"Adventure, Drama, Family"
Rampart,2011-11-23,12000000.0,972512.0,5.3,"Crime, Drama"
Take Shelter,2011-11-25,5000000.0,3099314.0,7.1,"Thriller, Drama"
The Best Exotic Marigold Hotel,2011-11-28,10000000.0,136836156.0,6.9,"Drama, Comedy"
The Innkeepers,2011-12-01,750000.0,78396.0,5.4,"Horror, Thriller"
Mission: Impossible - Ghost Protocol,2011-12-07,145000000.0,694713380.0,6.8,"Action, Thriller, Adventure"
New Year's Eve,2011-12-08,56000000.0,142044638.0,5.7,"Comedy, Romance"
The Sitter,2011-12-09,25000000.0,34942188.0,5.4,Comedy
Ghost Rider: Spirit of Vengeance,2011-12-10,57000000.0,149217355.0,4.7,"Action, Fantasy, Thriller"
Louis C.K.: Live at the Beacon Theater,2011-12-10,250000.0,1000000.0,8.1,Comedy
Chapiteau-Show,2011-12-12,2000000.0,393816.0,6.8,Comedy
Alvin and the Chipmunks: Chipwrecked,2011-12-14,75000000.0,342695435.0,5.4,"Comedy, Fantasy, Family, Music, Animation"
The Girl with the Dragon Tattoo,2011-12-14,90000000.0,232617430.0,7.2,"Thriller, Crime, Mystery, Drama"
The Flowers of War,2011-12-15,94000000.0,95311434.0,7.1,"Drama, History, War"
Young Adult,2011-12-16,12000000.0,22939027.0,5.6,"Comedy, Drama"
Albert Nobbs,2011-12-21,8000000.0,5634828.0,6.2,Drama
Black Gold,2011-12-21,40000000.0,5446000.0,5.9,"Adventure, Drama"
The Darkest Hour,2011-12-22,30000000.0,64626786.0,4.8,"Horror, Action, Thriller, Science Fiction"
We Bought a Zoo,2011-12-22,50000000.0,120081841.0,6.5,"Drama, Comedy, Family"
In the Land of Blood and Honey,2011-12-23,10000000.0,303877.0,5.8,"Drama, Romance, War"
Extremely Loud & Incredibly Close,2011-12-24,40000000.0,55247881.0,6.9,Drama
War Horse,2011-12-25,66000000.0,177584879.0,7.0,"Drama, War"
The Iron Lady,2011-12-30,13000000.0,114956699.0,6.2,"History, Drama"
The Devil Inside,2012-01-06,1000000.0,101758490.0,4.6,"Thriller, Horror"
Contraband,2012-01-12,25000000.0,63100000.0,6.1,"Thriller, Action, Drama, Crime"
Man on a Ledge,2012-01-13,42000000.0,46221189.0,6.2,"Action, Thriller, Crime"
Welcome to the North,2012-01-18,6000000.0,35000000.0,5.6,Comedy
Red Tails,2012-01-19,58000000.0,50365377.0,5.9,"Drama, Action, Adventure, History, War"
Journey 2: The Mysterious Island,2012-01-19,79000000.0,355692760.0,5.8,"Adventure, Action, Science Fiction"
Underworld: Awakening,2012-01-19,70000000.0,160112671.0,6.1,"Fantasy, Action, Horror"
Two Rabbits,2012-01-20,2000000.0,1620436.0,7.1,"Action, Crime, Drama"
Agneepath,2012-01-25,11097000.0,49028000.0,6.3,"Action, Crime, Drama"
The Grey,2012-01-26,25000000.0,77278331.0,6.4,"Action, Drama, Thriller"
One for the Money,2012-01-26,40000000.0,36893721.0,5.3,"Action, Comedy, Crime"
La Vérité si je Mens ! 3,2012-01-31,25496629.0,40924982.0,5.3,Comedy
Chronicle,2012-02-01,15000000.0,145000000.0,6.6,"Science Fiction, Drama, Thriller"
The Woman in Black,2012-02-01,17000000.0,127730736.0,6.1,"Drama, Horror, Thriller"
Big Miracle,2012-02-02,40000000.0,24719215.0,6.6,"Adventure, Drama, Romance"
The Vow,2012-02-05,30000000.0,196114570.0,7.0,"Drama, Romance"
Safe House,2012-02-09,85000000.0,208076205.0,6.3,"Action, Thriller"
Shadow Dancer,2012-02-12,6300000.0,419953.0,5.7,Thriller
About Cherry,2012-02-14,2500000.0,3003.0,4.4,Drama
This Means War,2012-02-14,65000000.0,156974557.0,5.9,"Action, Comedy, Romance"
ATM,2012-02-17,3000000.0,3010.0,5.1,"Horror, Thriller"
Wanderlust,2012-02-23,35000000.0,24159934.0,5.3,Comedy
Sholem Aleichem: Laughing In The Darkness,2012-02-24,500000.0,845188.0,7.0,Documentary
Act of Valor,2012-02-24,12000000.0,81272766.0,6.3,"Action, Thriller, War"
Project X,2012-03-01,12000000.0,100000000.0,6.5,"Comedy, Crime"
The Lorax,2012-03-01,70000000.0,348840316.0,6.3,"Animation, Family"
Red Lights,2012-03-02,14000000.0,13551174.0,6.0,Thriller
The Samaritan,2012-03-02,12000000.0,2521.0,5.2,Thriller
A Thousand Words,2012-03-07,40000000.0,22044277.0,6.0,"Drama, Comedy"
John Carter,2012-03-07,260000000.0,284139100.0,6.1,"Action, Adventure, Science Fiction"
Kahaani,2012-03-09,1200000.0,16000000.0,7.3,"Thriller, Drama"
The Raven,2012-03-09,26000000.0,29657751.0,6.1,"Crime, Thriller, Mystery"
Bel Ami,2012-03-09,9000000.0,8303261.0,5.0,"Romance, Drama"
Iron Sky,2012-03-10,7500000.0,8135031.0,5.6,"Action, Comedy, Science Fiction"
21 Jump Street,2012-03-12,42000000.0,201585328.0,6.7,"Action, Comedy, Crime"
The Hunger Games,2012-03-12,75000000.0,691210692.0,6.9,"Science Fiction, Adventure, Fantasy"
The Pirates! In an Adventure with Scientists!,2012-03-12,60000000.0,118338361.0,6.4,"Animation, Adventure, Family, Comedy"
My Way,2012-03-14,27563396.0,29193330.0,6.2,Drama
Mirror Mirror,2012-03-15,85000000.0,183018522.0,5.5,"Adventure, Fantasy, Drama, Comedy, Science Fiction, Family"
That still Karloson!,2012-03-15,4000000.0,9938268.0,3.5,"Comedy, Fantasy, Family"
Wrath of the Titans,2012-03-27,150000000.0,301000000.0,5.5,Adventure
Dark Tide,2012-03-28,25000000.0,432274.0,4.8,"Thriller, Adventure, Drama"
2 Days in New York,2012-03-28,8000000.0,1653792.0,5.4,Comedy
A Royal Affair,2012-03-29,8000000.0,7594693.0,7.2,"Drama, History, Romance"
Sinister,2012-03-29,3000000.0,77712439.0,6.8,"Horror, Thriller, Mystery"
Aquí Entre Nos,2012-03-30,1.0,2755584.0,6.0,Comedy
HOUBA! On the Trail of the Marsupilami,2012-04-03,50000000.0,48600000.0,5.0,"Adventure, Comedy"
The Cold Light of Day,2012-04-04,20000000.0,16863583.0,4.8,"Action, Thriller"
American Reunion,2012-04-04,50000000.0,234989584.0,6.1,Comedy
The Spy,2012-04-05,6000000.0,4588176.0,4.6,"Action, Thriller"
Battleship,2012-04-11,209000000.0,303025485.0,5.5,"Thriller, Action, Adventure, Science Fiction"
Lockout,2012-04-12,20000000.0,32204030.0,5.8,"Action, Thriller, Science Fiction"
The Cabin in the Woods,2012-04-12,30000000.0,66486080.0,6.6,"Horror, Thriller"
The Three Stooges,2012-04-13,30000000.0,54819301.0,4.9,Comedy
Think Like a Man,2012-04-16,12000000.0,96070507.0,6.9,"Comedy, Romance"
Safe,2012-04-16,30000000.0,40346186.0,6.3,"Action, Crime, Thriller"
The Lucky One,2012-04-19,25000000.0,99357138.0,6.8,"Drama, Romance"
To Rome with Love,2012-04-20,17000000.0,73244881.0,5.6,"Romance, Comedy"
The Avengers,2012-04-25,220000000.0,1519557910.0,7.4,"Science Fiction, Action, Adventure"
Paradise: Love,2012-04-27,3600000.0,24267.0,6.7,Drama
The Five-Year Engagement,2012-04-27,30000000.0,53909751.0,5.7,Comedy
Bernie,2012-04-27,5000000.0,9206470.0,6.5,"Comedy, Crime, Drama"
The Sessions,2012-05-02,1000000.0,9138338.0,6.6,"Drama, Romance, Comedy"
Grandmaster,2012-05-03,120000.0,130000.0,6.1,"Mystery, Thriller"
White Tiger,2012-05-03,11000000.0,7200000.0,5.9,"Action, Adventure, Fantasy, War"
Dark Shadows,2012-05-08,150000000.0,245527149.0,5.7,"Comedy, Fantasy"
Piranha 3DD,2012-05-11,5000000.0,8493728.0,4.1,"Horror, Thriller, Comedy"
Gabbar Singh,2012-05-11,7000000.0,16000000.0,5.1,"Action, Comedy, Foreign"
The Dictator,2012-05-15,65000000.0,179379533.0,5.9,Comedy
Moonrise Kingdom,2012-05-16,16000000.0,68263166.0,7.6,"Comedy, Drama, Romance"
Yossi,2012-05-16,500000.0,116207.0,6.8,"Drama, Romance"
Stolen,2012-05-17,35000000.0,2106557.0,5.1,"Action, Crime, Drama, Thriller"
Rust and Bone,2012-05-17,15400000.0,25762027.0,7.1,"Drama, Romance"
What to Expect When You're Expecting,2012-05-17,40000000.0,79700000.0,5.8,"Romance, Comedy, Drama"
Crooked Arrows,2012-05-18,13000000.0,1832541.0,5.6,Drama
Laurence Anyways,2012-05-18,9500000.0,12250.0,7.7,"Drama, Romance"
Stitches,2012-05-19,100000.0,95000.0,5.5,Horror
On the Road,2012-05-22,25000000.0,8784318.0,5.5,"Adventure, Drama"
Men in Black 3,2012-05-23,225000000.0,624026776.0,6.3,"Action, Comedy, Science Fiction"
Cosmopolis,2012-05-25,20500000.0,6063556.0,5.1,Drama
Prometheus,2012-05-30,130000000.0,403170142.0,6.3,"Science Fiction, Adventure, Mystery"
Snow White and the Huntsman,2012-05-30,170000000.0,396600000.0,5.8,"Adventure, Fantasy, Drama"
Rowdy Rathore,2012-06-01,6700000.0,31000000.0,5.6,Action
For Greater Glory - The True Story of Cristiada,2012-06-01,12000000.0,9622846.0,6.4,"History, Drama"
Madagascar 3: Europe's Most Wanted,2012-06-06,145000000.0,746921274.0,6.4,"Animation, Family"
Eega,2012-06-06,5990000.0,19450000.0,6.7,"Romance, Science Fiction"
Safety Not Guaranteed,2012-06-08,750000.0,4007792.0,6.8,"Comedy, Romance, Science Fiction, Drama"
Rock of Ages,2012-06-13,75000000.0,59418613.0,6.0,"Comedy, Drama, Music, Romance"
That's My Boy,2012-06-14,70000000.0,58058367.0,5.5,Comedy
Foodfight!,2012-06-15,65000000.0,73706.0,2.3,"Animation, Action, Comedy, Family"
Abraham Lincoln: Vampire Hunter,2012-06-20,69000000.0,112265139.0,5.5,"Action, Fantasy, Horror"
Brave,2012-06-21,185000000.0,538983207.0,6.7,"Animation, Adventure, Comedy, Family, Action, Fantasy"
Seeking a Friend for the End of the World,2012-06-22,10000000.0,9636289.0,6.3,"Comedy, Drama, Romance, Science Fiction"
Gangs of Wasseypur,2012-06-22,1400000.0,4100000.0,7.0,"Action, Thriller, Crime"
Lay the Favorite,2012-06-22,26350000.0,1576687.0,4.9,"Drama, Comedy"
Bikini Spring Break,2012-06-26,500000.0,500000.0,3.8,Comedy
Ice Age: Continental Drift,2012-06-26,95000000.0,877244782.0,6.2,"Animation, Comedy, Adventure, Family"
The Amazing Spider-Man,2012-06-27,215000000.0,752215857.0,6.5,"Action, Adventure, Fantasy"
Magic Mike,2012-06-28,7000000.0,167221571.0,6.1,"Drama, Comedy"
Katy Perry: Part of Me,2012-06-28,12000000.0,32726956.0,6.5,"Documentary, Music"
Ted,2012-06-29,50000000.0,549368315.0,6.3,"Comedy, Fantasy"
Beasts of the Southern Wild,2012-06-29,1800000.0,21107746.0,6.8,"Drama, Fantasy"
People Like Us,2012-06-29,16000000.0,12434778.0,6.6,Drama
Amour,2012-07-01,8900000.0,29844753.0,7.5,"Drama, Romance"
A Coffee in Berlin,2012-07-03,300000.0,2750275.0,7.0,"Comedy, Drama"
Savages,2012-07-06,45000000.0,82966152.0,6.2,"Crime, Drama, Thriller"
Cocktail,2012-07-13,6400000.0,18800000.0,6.2,"Romance, Drama, Comedy"
2016: Obama's America,2012-07-13,2500000.0,33400000.0,4.6,Documentary
The Dark Knight Rises,2012-07-16,250000000.0,1084939099.0,7.6,"Action, Crime, Drama, Thriller"
Step Up Revolution,2012-07-26,33000000.0,140470746.0,6.7,"Music, Drama, Romance"
The Watch,2012-07-26,68000000.0,68267862.0,5.3,Comedy
Diary of a Wimpy Kid: Dog Days,2012-08-02,22000000.0,77112176.0,6.0,"Comedy, Family"
Total Recall,2012-08-02,125000000.0,198802074.0,5.8,"Action, Science Fiction, Adventure, Thriller"
ParaNorman,2012-08-03,60000000.0,107139399.0,6.7,"Family, Animation, Adventure, Comedy"
Bachelorette,2012-08-06,3000000.0,11947954.0,5.3,"Comedy, Romance"
Hope Springs,2012-08-07,30000000.0,114281051.0,5.8,"Drama, Comedy, Romance"
The Expendables 2,2012-08-08,100000000.0,312573423.0,6.1,"Action, Adventure, Thriller"
The Bourne Legacy,2012-08-08,130000000.0,276572938.0,6.0,"Action, Thriller"
The Bullet Vanishes,2012-08-14,12000000.0,117629.0,6.0,"Action, Mystery"
Robot & Frank,2012-08-16,2500000.0,3325038.0,6.8,"Science Fiction, Comedy, Drama, Crime"
Sparkle,2012-08-17,14000000.0,24637469.0,5.8,"Drama, Music"
Hit & Run,2012-08-22,2000000.0,14400000.0,5.5,"Action, Comedy, Romance"
The Apparition,2012-08-23,17000000.0,9627492.0,4.5,"Horror, Thriller"
Premium Rush,2012-08-24,35000000.0,31083599.0,6.2,"Crime, Action, Thriller"
The Hunt,2012-08-28,3800000.0,16800000.0,7.9,Drama
Lawless,2012-08-29,26000000.0,53676580.0,6.8,"Crime, Drama"
The Possession,2012-08-30,14000000.0,85446075.0,5.8,"Horror, Thriller"
The Act of Killing,2012-08-31,1000000.0,444575.0,7.5,Documentary
"Tad, the Lost Explorer",2012-08-31,10500000.0,23000000.0,5.6,"Animation, Comedy, Adventure, Family"
Fire with Fire,2012-08-31,20000000.0,4636169.0,5.6,"Action, Crime, Drama, Thriller"
"For a Good Time, Call...",2012-08-31,850000.0,1243961.0,5.8,Comedy
The Iceman,2012-09-01,20000000.0,1969193.0,6.4,"Thriller, Crime, Drama"
Love Is All You Need,2012-09-04,5500000.0,10016934.0,6.2,"Comedy, Romance"
Pieta,2012-09-05,103000.0,3623330.0,6.9,Drama
Voracious,2012-09-05,11178.0,34659.0,8.0,"Comedy, Drama"
The Words,2012-09-07,6000000.0,13231461.0,6.4,"Drama, Thriller"
The Master,2012-09-07,32000000.0,28258060.0,7.0,Drama
Dredd,2012-09-07,50000000.0,41037742.0,6.6,"Action, Science Fiction"
Seven Psychopaths,2012-09-07,15000000.0,19422261.0,6.7,"Comedy, Crime"
Quartet,2012-09-08,11000000.0,59520298.0,6.4,"Drama, Comedy, Romance"
Silver Linings Playbook,2012-09-08,21000000.0,205738714.0,7.0,"Drama, Comedy, Romance"
The Impossible,2012-09-09,42000000.0,180274123.0,7.0,"Thriller, Drama"
Byzantium,2012-09-09,10000000.0,89237.0,6.1,"Drama, Fantasy, Thriller"
The Lords of Salem,2012-09-10,1500000.0,1165882.0,5.1,"Horror, Thriller"
Disconnect,2012-09-11,10000000.0,3428048.0,6.9,"Drama, Thriller"
The Sweeney,2012-09-11,3730500.0,6294161.0,5.7,"Action, Drama, Crime"
Resident Evil: Retribution,2012-09-12,65000000.0,240159255.0,5.6,"Action, Horror, Science Fiction"
Smashed,2012-09-12,500000.0,376597.0,6.3,Drama
Aftershock,2012-09-12,2000000.0,58510.0,5.3,"Horror, Thriller"
Twice Born,2012-09-13,13000000.0,18295.0,6.9,"Drama, Romance, War"
Barfi,2012-09-14,4437508.0,2804874.0,7.2,"Drama, Romance, Comedy"
The Paperboy,2012-09-14,12500000.0,1353868.0,5.4,Thriller
English Vinglish,2012-09-14,2840000.0,11620000.0,7.3,Drama
Arbitrage,2012-09-14,12000000.0,35485056.0,6.1,"Drama, Thriller"
The Perks of Being a Wallflower,2012-09-20,13000000.0,33400000.0,7.7,"Drama, Romance"
Killing Them Softly,2012-09-20,15000000.0,37930465.0,5.8,"Crime, Thriller"
Hotel Transylvania,2012-09-20,85000000.0,358375603.0,6.8,"Animation, Comedy, Family, Fantasy"
End of Watch,2012-09-20,7000000.0,48126384.0,7.2,"Crime, Drama, Thriller"
House at the End of the Street,2012-09-21,6900000.0,44287131.0,5.6,"Horror, Thriller"
Promised Land,2012-09-23,15000000.0,8138788.0,6.0,Drama
Looper,2012-09-26,30000000.0,47042000.0,6.6,"Action, Thriller, Science Fiction"
Upside Down,2012-09-27,60000000.0,8106475.0,6.2,"Romance, Science Fiction, Drama, Fantasy"
Taken 2,2012-09-27,45000000.0,376141306.0,6.1,"Action, Crime, Thriller"
Pitch Perfect,2012-09-28,17000000.0,115350426.0,7.3,"Comedy, Music, Romance"
Universal Soldier: Day of Reckoning,2012-10-04,11500000.0,1402307.0,5.1,"Thriller, Action, Science Fiction, Horror, Mystery"
Soulless,2012-10-04,2800000.0,13218980.0,5.5,"Comedy, Drama"
Frankenweenie,2012-10-04,39000000.0,35287788.0,6.6,"Animation, Comedy, Family"
Silent Hill: Revelation 3D,2012-10-10,20000000.0,52302796.0,5.1,"Thriller, Horror, Mystery"
Argo,2012-10-11,44500000.0,232324128.0,7.1,"Drama, Thriller"
The Snow Queen,2012-10-11,7000000.0,12400000.0,5.1,"Animation, Fantasy"
A Company Man,2012-10-11,3500000.0,7339398.0,6.6,"Drama, Action"
Zaytoun,2012-10-14,8000000.0,42330.0,6.6,"Drama, War, Adventure, Thriller"
Paranormal Activity 4,2012-10-17,5000000.0,142817992.0,5.2,Horror
Alex Cross,2012-10-18,45000000.0,30353232.0,5.1,"Action, Thriller, Crime, Mystery"
Pizza,2012-10-19,240000.0,2800000.0,5.5,"Thriller, Comedy, Romance, Horror"
Best Man Down,2012-10-20,1500000.0,1938.0,6.1,"Comedy, Drama"
Skyfall,2012-10-25,200000000.0,1108561013.0,6.9,"Action, Adventure, Thriller"
Fun Size,2012-10-25,14000000.0,11417362.0,5.5,Comedy
Cloud Atlas,2012-10-26,102000000.0,130482868.0,6.6,"Drama, Science Fiction"
Burn,2012-11-01,225000.0,111300.0,7.1,"Foreign, Documentary"
Rita's Last Fairy Tale,2012-11-01,200000.0,486937.0,7.4,
Wreck-It Ralph,2012-11-01,165000000.0,471222889.0,7.1,"Family, Animation, Comedy, Adventure"
The Man with the Iron Fists,2012-11-02,15000000.0,15608545.0,5.2,Action
Flight,2012-11-02,31000000.0,161772375.0,6.5,Drama
Redd Inc.,2012-11-03,500000.0,1000000.0,5.5,"Thriller, Horror, Comedy"
Deadfall,2012-11-08,12000000.0,66351.0,5.6,"Crime, Drama, Thriller"
The Precocious and Brief Life of Sabina Rivas,2012-11-09,4620000.0,2395000.0,5.0,Drama
Lincoln,2012-11-09,65000000.0,275293450.0,6.7,"History, Drama"
The Twilight Saga: Breaking Dawn - Part 2,2012-11-13,120000000.0,829000000.0,6.1,"Adventure, Fantasy, Drama, Romance"
Life of Pi,2012-11-20,120000000.0,609016565.0,7.2,"Adventure, Drama, Action"
Red Dawn,2012-11-21,65000000.0,44806783.0,5.3,"War, Action, Thriller, Science Fiction"
Rise of the Guardians,2012-11-21,145000000.0,306941670.0,7.1,"Fantasy, Animation, Family"
The Hobbit: An Unexpected Journey,2012-11-26,250000000.0,1021103568.0,7.0,"Adventure, Fantasy, Action"
Tutto tutto niente niente,2012-11-30,5579750.0,8927600.0,4.8,Comedy
Lost in Thailand,2012-12-12,2200000.0,208000000.0,6.1,Comedy
Ernest & Celestine,2012-12-12,12516654.0,8109160.0,7.6,"Animation, Comedy, Drama, Family"
Les Misérables,2012-12-18,61000000.0,441809770.0,7.2,"Drama, Music, Romance"
The Guilt Trip,2012-12-19,40000000.0,41863726.0,5.4,Comedy
Zero Dark Thirty,2012-12-19,40000000.0,132820716.0,6.7,"Thriller, Drama, History"
The Guillotines,2012-12-20,15000000.0,5290.0,5.4,"Action, History, Adventure, Drama"
Jack Reacher,2012-12-20,60000000.0,218340595.0,6.3,"Crime, Drama, Thriller"
This Is 40,2012-12-20,35000000.0,88058786.0,5.6,Comedy
Not Fade Away,2012-12-21,20000000.0,610792.0,5.4,Drama
The Worst Christmas of My Life,2012-12-22,6843500.0,10703234.0,5.5,Comedy
Parental Guidance,2012-12-25,25000000.0,119772232.0,5.8,Comedy
Django Unchained,2012-12-25,100000000.0,425368238.0,7.8,"Drama, Western"
Maniac,2012-12-26,6000000.0,31081.0,5.9,Horror
"Mommies, Happy New Year!",2012-12-27,2000000.0,11666088.0,5.3,"Comedy, Drama"
The Best Offer,2013-01-01,13500000.0,19255873.0,7.7,"Drama, Romance, Crime, Mystery"
Movie 43,2013-01-01,6000000.0,32438988.0,4.5,Comedy
Texas Chainsaw 3D,2013-01-03,20000000.0,47241945.0,5.3,"Horror, Thriller"
Phantom,2013-01-03,10000000.0,1034589.0,5.5,Thriller
The Grandmaster,2013-01-08,3860000.0,64076736.0,6.3,"Action, Drama, History"
